Manager,Owner,Market,Submarket,Property Name,Address,City,State,ZIP,Units,Manage v. OWN and manage
Greystar Management,Century Management,Eugene,9 - Danebo,Parkside,4075 Aerial Way,Eugene,OR,97402,254,MANAGE
Greystar Management,Century Management,Eugene,11 - North Gilham,"Byron at Crescent Village, The",2745 Shadow View,Eugene,OR,97408,102,MANAGE
Greystar Management,Century Management,Eugene,11 - North Gilham,Crescent Park,2940 Crescent Avenue,Eugene,OR,97408,200,MANAGE
Greystar Management,Century Management,Eugene,11 - North Gilham,"McKenzie at Crescent Village, The",2847 Tennyson Avenue,Eugene,OR,97408,174,MANAGE
Greystar Management,Century Management,Eugene,11 - North Gilham,"Tennyson at Crescent Village, The",2850 Shadow View Drive,Eugene,OR,97408,263,MANAGE
Greystar Management,ColRich Multifamily,Eugene,25 - Northgate,Lancaster Terrace,4510 North Newcastle Circle NE,Salem,OR,97305,104,MANAGE
Greystar Management,"Kreitzberg, Richard A.",Eugene,29 - Four Corners,Meadowlawn,3897 Meadowlawn Loop SE,Salem,OR,97317,322,MANAGE
Greystar Management,ColRich Multifamily,Eugene,29 - Four Corners,Village East,108 Village East Way SE,Salem,OR,97317,112,MANAGE
Greystar Management,Century Management,Eugene,48 - Corvallis - North,Timberhill Meadows,2600 NW Century Drive,Corvallis,OR,97330,135,MANAGE
Greystar Management,"Henry, Stephen C.",Eugene,48 - Corvallis - North,Veri at Timberhill,2380 NW Rolling Green Drive,Crovallis,OR,97330,212,MANAGE
Greystar Management,Century Management,Eugene,49 - Corvallis - South,Creekside,1613 SW 49th Street,Corvallis,OR,97333,220,MANAGE
Greystar Management,Century Management,Eugene,49 - Corvallis - South,Spring Creek,5032 SW Technology Loop,Corvallis,OR,97333,208,MANAGE
Greystar Management,ColRich Multifamily,Eugene,58 - Bend,Outlook at Pilot Butte,2001 NE Linnea Drive,Bend,OR,97701,205,MANAGE
Greystar Management,ColRich Multifamily,Eugene,58 - Bend,Seasons at Farmington Reserve,61560 Aaron Way,Bend,OR,97702,228,MANAGE
Greystar Management,D.R. Horton,Fayetteville NC,9 - Southern Pines,Ascend Morganton Park,50 Pavilion Way,Southern Pines,NC,28387,300,MANAGE
Greystar Management,Volta Global,Fayetteville NC,9 - Southern Pines,Patrick's Pointe,700 Founder's Lane,Southern Pines,NC,28387,266,MANAGE
Greystar Management,PGIM Real Estate,Fort Lauderdale,1 - Fort Lauderdale - Central,Alluvion Las Olas,215 North New River Drive East,Fort Lauderdale,FL,33301,383,MANAGE
Greystar Management,Greystar,Fort Lauderdale,1 - Fort Lauderdale - Central,Laureat,790 East Broward Blvd,Fort Lauderdale,FL,33301,329,MANAGE
Greystar Management,Stiles Development,Fort Lauderdale,1 - Fort Lauderdale - Central,Novo Las Olas,220 SE 2nd Street,Fort Lauderdale,FL,33301,341,MANAGE
Greystar Management,Sterling Equities,Fort Lauderdale,1 - Fort Lauderdale - Central,Solmar on Sixth,408 NE 6th Street,Fort Lauderdale,FL,33304,286,MANAGE
Greystar Management,Sterling Equities,Fort Lauderdale,8 - Pompano Beach Pier,1333 South Ocean,1333 South Ocean Blvd,Pompano Beach,FL,33062,211,MANAGE
Greystar Management,C-III Capital Partners,Fort Lauderdale,12 - Coconut Creek,Celebration Pointe,5555 Celebration Pointe Lane,Margate,FL,33063,282,MANAGE
Greystar Management,Greystar,Fort Lauderdale,14 - Coral Springs - North,Avana Coral Springs,3600 Terrapin Lane,Coral Springs,FL,33067,348,MANAGE
Greystar Management,FCP,Fort Lauderdale,16 - North Lauderdale,Avana Cypress Creek,1700 South State Road 7,North Lauderdale,FL,33068,220,MANAGE
Greystar Management,Clarion Partners,Fort Lauderdale,18 - Sunrise,Cielo Point,6701 West Oakland Park Blvd,Fort Lauderdale,FL,33313,302,MANAGE
Greystar Management,Property Reserve,Fort Lauderdale,19 - Plantation,"Ellsworth, The",1301 SW 80th Terrace,Plantation,FL,33324,315,MANAGE
Greystar Management,Bailard,Fort Lauderdale,19 - Plantation,Plantation Colony,8210 SW 12th Street,Plantation,FL,33324,256,MANAGE
Greystar Management,Grand Peaks Properties,Fort Lauderdale,19 - Plantation,Solero at Plantation,13500 NW 3rd Street,Plantation,FL,33325,481,MANAGE
Greystar Management,Bailard,Fort Lauderdale,20 - Weston,La Morada at Weston,1201 Fairlake Blvd,Weston,FL,33326,368,MANAGE
Greystar Management,Contentus AB,Fort Lauderdale,21 - Davie,Solle Davie,5500 South University Drive,Davie,FL,33328,232,MANAGE
Greystar Management,Royal Palm Companies,Fort Lauderdale,22 - Dania Beach,Elevate,600 East Dania Beach Blvd,Dania Beach,FL,33004,293,MANAGE
Greystar Management,SH Communities,Fort Lauderdale,24 - Pembroke Pines - Miramar,Eurus at Miramar,4970 SW 124th Avenue,Miramar,FL,33027,280,MANAGE
Greystar Management,Terra Group,Fort Lauderdale,24 - Pembroke Pines - Miramar,Pines Garden at City Center,10400 City Center Blvd,Pembroke Pines,FL,33025,387,MANAGE
Greystar Management,FCP,Fort Lauderdale,24 - Pembroke Pines - Miramar,Solena Miramar,3155 SW 147th Terrace,Miramar,FL,33027,250,MANAGE
Greystar Management,Lloyd Jones Capital,Fort Lauderdale,24 - Pembroke Pines - Miramar,Ventura Pointe,7850 Pasadena Blvd,Pembroke Pines,FL,33024,206,MANAGE
Greystar Management,Madera Companies,Fort Worth,1 - Fort Worth - Central,"Braden on Fifth, The",500 Fort Worth Trail,Fort Worth,TX,76102,345,MANAGE
Greystar Management,Encore Enterprises,Fort Worth,1 - Fort Worth - Central,Encore Panther Island,447 North Main Street,Fort Worth,TX,76164,300,MANAGE
Greystar Management,Tradewind Properties,Fort Worth,1 - Fort Worth - Central,Historic Electric Building,410 West 7th Street,Fort Worth,TX,76102,106,MANAGE
Greystar Management,Buchanan Street Partners,Fort Worth,1 - Fort Worth - Central,"Jameson at the Bluffs, The",701 North Hampton Street,Fort Worth,TX,76102,387,MANAGE
Greystar Management,McWhinney,Fort Worth,1 - Fort Worth - Central,Kelley at Samuels Ave,769 Samuels Avenue,Fort Worth,TX,76102,354,MANAGE
Greystar Management,Madera Companies,Fort Worth,3 - Fort Worth - Crockett Row,Madera at LeftBank,600 Harrold Street,Fort Worth,TX,76107,589,MANAGE
Greystar Management,Mesirow Financial,Fort Worth,5 - Fort Worth - Scenic Bluff,"Scenic at River East, The",999 Scenic Hill Drive,Fort Worth,TX,76111,276,MANAGE
Greystar Management,Braddock & Logan,Fort Worth,10 - Fort Worth - Trinity River,Atlas Waterside,3964 Watercourse Drive,Fort Worth,TX,76109,361,MANAGE
Greystar Management,Greystar,Fort Worth,10 - Fort Worth - Trinity River,Avana River Park,3450 River Park Drive,Fort Worth,TX,76116,248,MANAGE
Greystar Management,PCCP,Fort Worth,10 - Fort Worth - Trinity River,Broadstone on Trinity,1701 Rogers Road,Fort Worth,TX,76107,405,MANAGE
Greystar Management,St. Regis Properties,Fort Worth,10 - Fort Worth - Trinity River,Eastbank at Waterside,5828 Arborlawn Drive,Fort Worth,TX,76109,375,MANAGE
Greystar Management,Greystar,Fort Worth,12 - Fort Worth - Westover Hills,Overture Ridgmar,6755 Ridgmar Blvd,Fort Worth,TX,76116,102,MANAGE
Greystar Management,Greystar,Fort Worth,16 - Fort Worth - Westland,Album Benbrook,8601 Cook Ranch Road,Benbrook,TX,76126,179,MANAGE
Greystar Management,Marubeni America Corporation,Fort Worth,16 - Fort Worth - Westland,Estates at Team Ranch,8889 Cook Ranch Road,Benbrook,TX,76126,248,MANAGE
Greystar Management,Wood Partners,Fort Worth,18 - Fort Worth - Northwest,Alta Marine Creek,5400 Huffines Blvd,Fort Worth,TX,76179,330,MANAGE
Greystar Management,Bull Creek Capital,Fort Worth,18 - Fort Worth - Northwest,Birchway Quarry Falls,4710 Old Decatur Road,Fort Worth,TX,76179,378,MANAGE
Greystar Management,Greystar,Fort Worth,18 - Fort Worth - Northwest,Marlowe Wellington,12424 Brunal Drive,Fort Worth,TX,76052,594,MANAGE
Greystar Management,Taylor Morrison,Fort Worth,18 - Fort Worth - Northwest,Yardly Beltmill,1551 Beltmill Pkwy,Saginaw,TX,76179,188,MANAGE
Greystar Management,Greystar,Fort Worth,19 - Fort Worth - Northeast,Album Keller Ranch,5640 Keller Ranch Road,Fort Worth,TX,76244,180,MANAGE
Greystar Management,Fort Worth Housing Solutions,Fort Worth,19 - Fort Worth - Northeast,"Holston, The",3301 Keller Haslet Road,Fort Worth,TX,76177,265,MANAGE
Greystar Management,Shreem Capital,Fort Worth,19 - Fort Worth - Northeast,Northpark Landing,9001 North Beach Street,Fort Worth,TX,76244,226,MANAGE
Greystar Management,AMCAL Housing,Fort Worth,19 - Fort Worth - Northeast,"Opal, The",13445 Green Cedar Avenue,Fort Worth,TX,76262,338,MANAGE
Greystar Management,White Oak Partners,Fort Worth,19 - Fort Worth - Northeast,Westhouse Apartment Flats,11325 Park Vista Blvd,Fort Worth,TX,76244,318,MANAGE
Greystar Management,Lloyd Jones Capital,Fort Worth,22 - Fort Worth - Southwest,AVIVA Fort Worth,6150 Oakmont Trail,Fort Worth,TX,76132,138,MANAGE
Greystar Management,CAF Capital Partners,Fort Worth,22 - Fort Worth - Southwest,"Retreat at River Ranch, The",4850 River Ranch Blvd,Fort Worth,TX,76132,248,MANAGE
Greystar Management,"Soma, Teruaki",Fort Worth,22 - Fort Worth - Southwest,Siena,5230 Bryant Irvin Road,Fort Worth,TX,76132,288,MANAGE
Greystar Management,Stoneweg US,Fort Worth,25 - Fort Worth - Trinity,Wood Hollow,3875 Post Oak Blvd,Euless,TX,76040,346,MANAGE
Greystar Management,Alpine Start Development,Fort Worth,26 - Haltom City,Alpine Creekside,5400 Haltom Road,Haltom City,TX,76137,296,MANAGE
Greystar Management,Bellrock Real Estate Partners,Fort Worth,26 - Haltom City,Bellrock Upper North,4100 Northern Cross Blvd,Haltom City,TX,76137,304,MANAGE
Greystar Management,Furer Development & Management,Fort Worth,27 - Richland Hills,Enclave at Hometown,8601 Ice House Drive,North Richland Hills,TX,76180,260,MANAGE
Greystar Management,"Wells, Robert S.",Fort Worth,30 - Euless,Avenue 900,900 Grange Hall Drive,Euless,TX,76039,300,MANAGE
Greystar Management,Greystar,Fort Worth,30 - Euless,Harlowe,2525 Highway 360,Euless,TX,76039,486,MANAGE
Greystar Management,Yamasa Group,Fort Worth,31 - Grapevine,Grapevine 2499,3601 Grapevine Mills Pkwy,Grapevine,TX,76051,348,MANAGE
Greystar Management,Greystar,Fort Worth,31 - Grapevine,"Preserve, The",101 East Glade Road,Grapevine,TX,76051,399,MANAGE
Greystar Management,CBRE Investment Management,Fort Worth,31 - Grapevine,"Silverlake, The",1775 State Highway 26,Grapevine,TX,76051,371,MANAGE
Greystar Management,Grand Peaks Properties,Fort Worth,31 - Grapevine,Wildwood Creek,820 East Dove Loop Road,Grapevine,TX,76051,344,MANAGE
Greystar Management,Grand Peaks Properties,Fort Worth,32 - Keller,Grand Estates at Keller,500 North Tarrant Pkwy,Keller,TX,76248,163,MANAGE
Greystar Management,Greystar,Fort Worth,32 - Keller,"Lyric, The",1400 North Main Street,Keller,TX,76248,475,MANAGE
Greystar Management,McDowell Properties,Fort Worth,34 - Arlington - North,Oakley,501 Green Oaks Court,Arlington,TX,76006,196,MANAGE
Greystar Management,Magma Equities,Fort Worth,37 - Arlington - South,Bardin Greene,300 Bardin Greene Drive,Arlington,TX,76018,285,MANAGE
Greystar Management,Leon Capital Group,Fort Worth,37 - Arlington - South,"Gin Mill, The",8200 Glenn Day Drive,Arlington,TX,76002,243,MANAGE
Greystar Management,"Nehemiah Company, The",Fort Worth,37 - Arlington - South,Mission at Johnson Creek,825 West Mayfield Road,Arlington,TX,76015,106,MANAGE
Greystar Management,Capitol Seniors Housing,Fort Worth,37 - Arlington - South,"Orchards at Arlington Highlands, The",131 East Bardin Road,Arlington,TX,76018,180,MANAGE
Greystar Management,Greystar,Fort Worth,37 - Arlington - South,Overture Highlands,250 West Arbrook Blvd,Arlington,TX,76014,167,MANAGE
Greystar Management,Taylor Morrison,Fort Worth,37 - Arlington - South,Yardly Eden,1701 Mansfield Webb Road,Arlington,TX,76002,226,MANAGE
Greystar Management,Wood Partners,Fort Worth,38 - Arlington - Southwest,Alta Landing,3100 North Joplin Road,Kennedale,TX,76060,270,MANAGE
Greystar Management,Alpine Start Development,Fort Worth,39 - Grand Prairie,Alpine Village,965 Duncan Perry Road,Grand Prairie,TX,75050,314,MANAGE
Greystar Management,Greystar,Fort Worth,40 - Mansfield,Album Mansfield,1350 FM 157,Mansfield,TX,76063,190,MANAGE
Greystar Management,Ascendant Development,Fort Worth,40 - Mansfield,Haven at Mansfield,269 North State Highway 360,Mansfield,TX,76063,257,MANAGE
Greystar Management,Greystar,Fort Worth,44 - Weatherford,Birchway Hudson Oaks,150 Inspiration Drive,Hudson Oaks,TX,76087,332,MANAGE
Greystar Management,Trilogy Real Estate Group,Grand Rapids,11 - Grandville,"Commons at Rivertown, The",4702 Rivertown Commons Drive SW,Grandville,MI,49418,408,MANAGE
Greystar Management,Proffitt Dixon Partners,Greenville,1 - Greenville - Central,Ellison on Broad,212 East Broad Street,Greenville,SC,29601,201,MANAGE
Greystar Management,Mile Rock Capital,Greenville,1 - Greenville - Central,Main and Stone,18 East Stone Avenue,Greenville,SC,29609,292,MANAGE
Greystar Management,Hughes Investments,Greenville,1 - Greenville - Central,Rivers Edge,411 River Street,Greenville,SC,29601,144,MANAGE
Greystar Management,Blaze Capital Partners,Greenville,5 - Greenville - South Central,Rosalia Verdae,720 Verdae Blvd,Greenville,SC,29607,159,MANAGE
Greystar Management,Goldman Sachs & Company,Greenville,6 - Parker,"Lofts at Woodside Mill, The",1 East Main Street,Greenville,SC,29611,307,MANAGE
Greystar Management,Furman University,Greenville,9 - Furman,"Vinings at Duncan Chapel, The",421 Duncan Chapel Road,Greenville,SC,29617,196,MANAGE
Greystar Management,Opportunity South Carolina,Greenville,11 - Greenville - East,"Park at Sondrio, The",3500 Pelham Road,Greenville,SC,29615,271,MANAGE
Greystar Management,Hughes Investments,Greenville,12 - Five Forks,Avvio and Prossimo at BridgeWay Station,1104 Via Corso Avenue,Simpsonville,SC,29680,190,MANAGE
Greystar Management,Homes Urban Development,Greenville,12 - Five Forks,Homestead at Hartness,1095 Hartness Drive,Greenville,SC,29615,140,MANAGE
Greystar Management,Greystar,Greenville,13 - Mauldin,Overture Greenville,52 Market Point Drive,Greenville,SC,29607,189,MANAGE
Greystar Management,Greystar,Greenville,18 - Greer,Avana Thornblade,100 Mary Rose Lane,Greer,SC,29650,293,MANAGE
Greystar Management,"Beach Company, The",Greenville,24 - Spartanburg - West,Ryder Junction,900 Conductor Circle,Greer,SC,29651,264,MANAGE
Greystar Management,Fortbridge Capital Partners,Greenville,31 - Simpsonville,Gramercy Woods,7 Gramercy Woods Lane,Fountain Inn,SC,29644,139,MANAGE
Greystar Management,Greystar,Harrisburg,18 - Elizabethtown - Mount Joy,"Henry at Klein Mills, The",2 South Conifer Drive,Elizabethtown,PA,17022,280,MANAGE
Greystar Management,Collegiate Housing Foundation,Honolulu,4 - Urban Honolulu - South,Hale Haukani,2570 Dole Street,Honolulu,HI,96822,388,MANAGE
Greystar Management,LivCor,Honolulu,11 - Ewa - Kapolei,"Element, The",91-3598 Nana Hope Street,Ewa Beach,HI,96706,318,MANAGE
Greystar Management,Rockpoint Group,Honolulu,11 - Ewa - Kapolei,Kalaeloa Rental Homes,4285 Independence Road,Kapolei,HI,96707,520,MANAGE
Greystar Management,Brookfield Properties,Honolulu,11 - Ewa - Kapolei,Kapilina Beach Homes,5100 Iroquois Avenue,Ewa Beach,HI,96706,1457,MANAGE
Greystar Management,LivCor,Honolulu,11 - Ewa - Kapolei,Kapolei Lofts,761 Wakea Street,Kapolei,HI,96707,499,MANAGE
Greystar Management,Ascendant Development,Houston - East,1 - GreaterThird Ward,Haven at Elgin,3719 Elgin Street,Houston,TX,77004,200,MANAGE
Greystar Management,Alliance Residential Company,Houston - East,2 - East End,Broadstone EADO,2425 Bell Street,Houston,TX,77003,371,MANAGE
Greystar Management,ZG Companies,Houston - East,2 - East End,Hardy Yards Apartment Homes,1550 Leona Street,Houston,TX,77009,350,MANAGE
Greystar Management,Griffin Capital,Houston - East,2 - East End,Prose Hardy Yards,1550 Burnett Street,Houston,TX,77009,384,MANAGE
Greystar Management,International Investors Group,Houston - East,3 - Mount Houston,22Hundred,2200 North Sam Houston Pkwy East,Houston,TX,77032,270,MANAGE
Greystar Management,CityStreet Residential,Houston - East,4 - Cloverleaf,Domain Town Center,7100 Uvalde Road,Houston,TX,77049,352,MANAGE
Greystar Management,White Oak Partners,Houston - East,4 - Cloverleaf,Oaks at Greenview,794 Normandy Street,Houston,TX,77015,300,MANAGE
Greystar Management,Greystar,Houston - East,4 - Cloverleaf,Pines of Woodforest,90 Uvalde Road,Houston,TX,77015,266,MANAGE
Greystar Management,Tremont Partners,Houston - East,6 - South Houston - Crenshaw Park,Broadwater,5045 Crenshaw Road,Pasadena,TX,77505,248,MANAGE
Greystar Management,Kairos Investment Management,Houston - East,6 - South Houston - Crenshaw Park,Willow Springs,3402 Preston Road,Pasadena,TX,77505,252,MANAGE
Greystar Management,Greystar,Houston - East,8 - William P Hobby Airport,Bellfort,7950 Bellfort,Houston,TX,77061,552,MANAGE
Greystar Management,McDowell Properties,Houston - East,8 - William P Hobby Airport,"Breakers at Windmill Lakes, The",9750 Windwater Drive,Houston,TX,77075,174,MANAGE
Greystar Management,McDowell Properties,Houston - East,8 - William P Hobby Airport,Mirabella,12055 Sabo Road,Houston,TX,77089,240,MANAGE
Greystar Management,Greystar,Houston - East,8 - William P Hobby Airport,Sabo Village,10701 Sabo Road,Houston,TX,77089,320,MANAGE
Greystar Management,D.R. Horton,Houston - East,9 - Pierce Junction,"Oaks at Grand West, The",10415 Lancaster Forest Lane,Houston,TX,77051,147,MANAGE
Greystar Management,PCCP,Houston - East,10 - Clear Creek,Skymor Pearland,3004 Newloch Lane,Pearland,TX,77584,109,MANAGE
Greystar Management,Madera Companies,Houston - East,11 - Pearland/Friendswood,Sandestin at Pearland,2900 Pearland Pkwy,Pearland,TX,77581,240,MANAGE
Greystar Management,Alliance Residential Company,Houston - East,12 - Nassau Bay/Seabrook,Broadstone Baybrook,19101 Town Ridge Lane,Webster,TX,77598,380,MANAGE
Greystar Management,Greystar,Houston - East,12 - Nassau Bay/Seabrook,"Caroline, The",1235 East Nasa Pkwy,Houston,TX,77058,351,MANAGE
Greystar Management,Kairos Investment Management,Houston - East,12 - Nassau Bay/Seabrook,CP Waterfront,451 Constellation Blvd,League City,TX,77573,264,MANAGE
Greystar Management,Greystar,Houston - East,12 - Nassau Bay/Seabrook,Las Palmas,1400 El Camino Village Drive,Houston,TX,77058,360,MANAGE
